post_id,username,platform,post_type,post_date,likes,comments,shares,engagement_rate,sponsorship,brand_name,revenue_generated,ad_spent,category,region,follower_count,campaign_duration_days
P5748,@finance_guru,LinkedIn,image,29-May-22,384260,,,,,Gogle,3382.828725,,fitness,U.S.,,36
P3316,@jdoe,Twitter,text,19-Aug-25,594592,1854,,,No,CocaCola,"$1,938.00 ","₹1,067",fitness,Germany,3578726,9999
P1891,@alex_99,YouTube,text,2/2/2023,2708,1332,,8.1,,Google,"USD 1,558.22",1811.256061,fashion,United States,10k,9999
P6379,@techietom,YouTube,image,1-Feb-23,,574,,,,CocaCola,536.1018868,₹662,fitness,U.S.,500,
P8583,@lifestylelina,YouTube,text,7/1/2024,566725,,1926,,no,Nkie,"4,048.11 INR",,travel,India,1.2M,
P7637,@finance_guru,YouTube,image,2/8/2022,,,,8.32,Yes,Nkie,"$3,245.48 ","₹1,717",finance,UK,,9999
P4913,@lifestylelina,TikTok,image,23-Mar-24,45719,4805,,N/A,,Sony,"₹2,387",446.6132952,fitness,United States,,33
P1701,@lifestylelina,Instagram,video,9-May-22,194270,4757,665,6.75,no,Gogle,2853.46841,"1,935.47 INR",travel,India,1.2M,17
P2275,@johndoe,TikTok,video,2/11/2024,119816,,,,,TATA,"$4,413.68 ",648.1422201,fitness,UK,1.2M,9999
P4062,@techietom,LinkedIn,video,7-Jun-22,,,1383,,No,Sony,"USD 4,095.32",964.2201794,tech,United States,10k,7
P9399,@the_real_amy,Twitter,video,20/03/2025,,3212,989,,Yes,Google,"3,615.27 INR",958.0423267,fashion,USA,10k,9999
P3338,@alex,TikTok,reel,13/09/2024,551282,3389,31,2.58,no,Google,"2,607.37 INR","$1,127.21 ",fitness,U.S.,10k,
P1639,@lifestylelina,Instagram,reel,11/3/2022,7311,,768,,,Google,4615.642127,459.63 INR,fashion,USA,10k,
P2600,@techietom,Twitter,reel,4/15/2023,1405585,4289,501,7.29,Yes,Adiddas,4514.824541,"1,793.94 INR",finance,U.K.,500,
P6935,@travelwithsam,LinkedIn,reel,2/9/2025,11485,,,11.51,Yes,Netflix,1452.170007,$378.04 ,finance,U.S.,1.2M,
P8925,@alex_99,Twitter,reel,2-Jan-23,12342,,,N/A,,Gogle,"USD 2,146.63","1,983.60 INR",fashion,Germany,,9999
P3381,@jdoe,YouTube,image,11/26/2022,,,,N/A,yes,Adidas,₹639,"₹1,399",tech,Germany,3096400,8
P4304,@finance_guru,Twitter,image,12/25/2022,1356182,,1790,1.05,,CocaCola,1885.633874,,food,Germany,500,8
P4281,@techietom,Instagram,reel,12/25/2023,,3300,578,N/A,yes,Apple,"₹2,603","USD 1,348.05",fashion,United States,500,9999
P2744,@techietom,LinkedIn,image,19/06/2023,20059,2143,1111,N/A,no,Sony,4157.335772,"USD 1,926.58",fashion,India,500,9999
P8896,@techietom,LinkedIn,text,7/28/2024,18922,,,N/A,No,Gogle,4785.71128,"1,149.79 INR",food,Australia,,54
P6603,@alex_99,LinkedIn,video,8/12/2023,,822,,9.54,yes,Nkie,"₹3,401",USD 824.85,finance,USA,500,9999
P4322,@alex_99,YouTube,video,11-May-23,354726,2198,,4.78,No,Nkie,"USD 4,476.87",,fitness,Australia,10k,48
P9374,@johndoe,Twitter,reel,22-Mar-25,244931,,699,11.71,yes,TATA,"4,604.93 INR",1528.488425,tech,U.K.,500,2
P4452,@jdoe,Twitter,reel,10/9/2023,,3594,745,,Yes,Sony,2417.684379,,travel,United States,3816946,9999
P5581,@travelwithsam,TikTok,video,8-May-24,307990,4491,,,no,Sony,USD 976.40,942.6907295,travel,United States,1.2M,
P9470,@finance_guru,YouTube,video,5/13/2024,13221,3577,853,N/A,Yes,Gogle,"₹1,386","₹1,713",fashion,Australia,10k,9999
P5222,@techietom,TikTok,reel,17-Nov-23,1405289,,,N/A,Yes,Adiddas,"$4,299.58 ","$1,381.09 ",fashion,Australia,1.2M,
P5694,@sarah123,TikTok,reel,7/4/2024,20607,,1138,N/A,,Pepsi,"₹4,817",1299.730966,fashion,U.K.,500,9999
P7479,@finance_guru,YouTube,text,30-Aug-25,659655,4033,236,,yes,Google,2137.991615,"$1,697.80 ",tech,U.K.,1.2M,9999
P9584,@jdoe,YouTube,image,8/27/2024,,,,6.27,Yes,Apple,"₹4,278","$1,324.05 ",fashion,Canada,117239,
P5463,@alex_99,LinkedIn,text,10/29/2023,41401,,609,,Yes,Nike,"₹1,581",₹886,fashion,United States,500,9999
P5256,@techietom,TikTok,image,23-Jun-24,,2175,1876,,No,Netflix,3173.685237,1279.573018,travel,Australia,1.2M,
P7121,@the_real_amy,TikTok,text,7/5/2025,,4683,1622,7.9,no,Gogle,"1,752.23 INR","1,375.54 INR",food,USA,4767848,9999
P2121,@johndoe,YouTube,text,7-Aug-23,,,,N/A,,Gogle,"3,698.73 INR",$441.18 ,food,Germany,500,6
P1134,@the_real_amy,LinkedIn,text,6/7/2023,29402,,267,N/A,Yes,Samsung,2291.197801,₹641,tech,USA,500,9999
P5097,@johndoe,Instagram,reel,5/27/2022,47924,2953,1708,,yes,Nike,"2,130.20 INR",$927.37 ,travel,United States,10k,26
P1691,@travelwithsam,Instagram,reel,7-Mar-24,35796,4797,633,,No,,"$1,273.45 ",,fitness,Germany,1.2M,2
P1146,@techietom,Twitter,text,4/12/2025,662997,1386,,,No,Nike,"$1,033.68 ",$435.58 ,fashion,U.K.,500,53
P4812,@alex,TikTok,video,1/3/2025,1096121,,148,5.63,yes,Nike,"1,281.18 INR",,finance,USA,10k,
P6303,@sarah123,Twitter,reel,24/01/2023,1370896,,,11.02,,CocaCola,"USD 3,461.79",$501.39 ,food,Germany,,
P4110,@finance_guru,YouTube,video,10/19/2023,,2711,757,,yes,TATA,"USD 1,513.58",908.1579596,food,USA,,
P4139,@techietom,Instagram,video,6/3/2022,515008,,1571,,No,Adiddas,"USD 2,078.53",,finance,USA,3351778,
P7814,@alex_99,YouTube,reel,8/1/2025,48594,,,N/A,Yes,Adiddas,"$2,971.99 ","$1,211.91 ",tech,Australia,1.2M,9999
P5075,@sarah123,LinkedIn,reel,24/01/2023,1214593,153,,N/A,No,Apple,USD 398.42,,fashion,U.S.,,9999
P8258,@lifestylelina,YouTube,text,8/9/2025,793264,1240,,N/A,,Adidas,"2,903.99 INR",$854.15 ,fashion,Germany,,9999
P1267,@sarah123,LinkedIn,reel,3/24/2024,,,,N/A,no,Pepsi,"USD 2,181.41","₹1,126",food,UK,2524888,
P3557,@techietom,TikTok,video,7/13/2022,41131,,101,4.57,,Netflix,"USD 1,113.37",,fitness,Germany,500,
P7251,@the_real_amy,TikTok,image,4-May-25,,,816,,no,Samsung,504.93 INR,$434.87 ,fitness,Australia,429488,9999
P4617,@alex_99,Twitter,image,16/10/2023,49481,,,,,CocaCola,"$2,111.78 ",453.4353427,tech,USA,1.2M,9999
P7529,@the_real_amy,TikTok,image,1/27/2025,24791,,,N/A,,Sony,"₹2,548","₹1,573",fashion,U.S.,1.2M,37
P2843,@techietom,LinkedIn,text,30-May-24,,709,1223,7.27,Yes,Google,2464.912444,,finance,India,,25
P2405,@travelwithsam,Twitter,video,13-Feb-23,,,,,Yes,Sony,"$2,989.69 ",USD 338.51,finance,United States,10k,9999
P4339,@alex_99,Instagram,image,11/11/2023,137641,4806,400,14.24,no,Sony,"USD 4,350.32",,fitness,UK,,26
P1136,@techietom,TikTok,video,19-Jun-25,1624102,,,9.38,yes,Nike,"$3,490.60 ",1812.080572,tech,United States,664680,
P1352,@alex_99,Twitter,video,10/22/2024,,,,12.98,No,Apple,"1,497.85 INR",$761.40 ,travel,Germany,,9999
P4695,@alex,LinkedIn,text,3/3/2024,6737,,,N/A,Yes,Gogle,USD 827.18,USD 710.76,fashion,UK,,
P3270,@the_real_amy,LinkedIn,text,8/7/2024,,,1296,,yes,Adidas,2627.553328,"1,373.05 INR",fashion,United States,10k,9999
P1483,@lifestylelina,LinkedIn,image,13-Jan-23,550348,130,804,N/A,Yes,Pepsi,"₹4,498","₹1,818",fitness,United States,10k,9999
P4783,@sarah123,Instagram,text,25/05/2025,,,,N/A,Yes,Samsung,"USD 4,669.59",,fashion,United States,,56
P5421,@alex,Twitter,video,4/9/2023,,920,,N/A,No,Samsung,"USD 2,370.38",,food,Australia,500,33
P8399,@travelwithsam,Twitter,text,3/18/2024,28687,1131,893,,no,TATA,"4,342.29 INR","₹1,734",food,USA,,35
P1893,@finance_guru,Twitter,reel,12/7/2022,545,4346,,14.76,yes,CocaCola,2810.619702,"₹1,925",travel,Canada,1.2M,9999
P5097,@techietom,Twitter,video,18/07/2024,13919,,,N/A,Yes,Sony,610.1993519,"₹1,392",food,U.K.,500,29
P6491,@sarah123,Twitter,reel,2/1/2025,1341835,4792,271,N/A,No,TATA,"USD 2,274.52",,fitness,Germany,2707371,44
P9153,@lifestylelina,YouTube,image,29-Jun-25,989097,920,1382,13.05,No,Samsung,"$3,857.33 ",619.04 INR,travel,U.S.,4444999,
P6718,@finance_guru,YouTube,video,11/4/2022,132733,3760,,N/A,,CocaCola,"3,314.38 INR",158.8098347,tech,Germany,10k,14
P7038,@alex,LinkedIn,text,3/15/2022,24951,2033,,5.03,no,Samsung,292.71 INR,USD 322.67,finance,Germany,1.2M,
P6185,@travelwithsam,YouTube,image,17-Sep-24,40600,,948,4.46,,Apple,USD 654.01,₹828,fitness,USA,500,9999
P7793,@jdoe,TikTok,image,8/10/2024,311760,,1163,,Yes,Nike,"2,622.54 INR",359.8144633,fashion,India,10k,9999
P1477,@travelwithsam,TikTok,image,22-Aug-22,45028,,,N/A,yes,Netflix,"₹1,101",$508.84 ,travel,Germany,1.2M,
P6169,@the_real_amy,TikTok,image,3-Dec-24,40970,,,,no,Gogle,"$4,585.01 ",962.99 INR,finance,Australia,,9999
P2914,@techietom,TikTok,video,3/15/2025,293283,884,1266,,no,Pepsi,"USD 4,007.70",,fashion,USA,10k,9999
P9290,@jdoe,LinkedIn,text,18/03/2022,402186,,824,4.15,Yes,Samsung,"₹2,510","USD 1,658.91",fashion,UK,3828964,
P1721,@alex,YouTube,reel,3/4/2024,,1796,53,,Yes,Nkie,3675.58328,$654.68 ,finance,India,1515042,
P2927,@lifestylelina,YouTube,text,21-Jul-23,46600,,,13.35,No,Google,"USD 2,626.86",,travel,U.K.,500,9999
P9856,@jdoe,YouTube,video,26-May-22,7657,2737,,N/A,No,TATA,"$2,820.15 ",USD 700.64,travel,UK,,
P4246,@finance_guru,Twitter,reel,16-Jun-25,47319,4069,780,N/A,,Nkie,299.76 INR,,food,United States,1.2M,
P6412,@techietom,YouTube,text,1/15/2024,37443,,1633,N/A,,Samsung,"2,367.97 INR","1,288.84 INR",food,India,10k,9999
P2162,@sarah123,LinkedIn,reel,8-Aug-22,,,1564,1.07,Yes,Netflix,"1,789.63 INR",USD 564.51,finance,United States,,9999
P4869,@jdoe,Twitter,reel,10-Jun-24,713089,,,8.9,No,Pepsi,3123.330452,,food,U.S.,,9999
P2007,@the_real_amy,YouTube,image,5/6/2025,426916,1418,,N/A,Yes,Adidas,2341.39675,,food,UK,1.2M,
P1133,@alex_99,YouTube,text,9-Jun-24,40059,4133,327,N/A,,CocaCola,788.6213373,"1,231.14 INR",fashion,U.K.,1726190,9999
P7271,@lifestylelina,Instagram,video,6/3/2024,1260793,,453,12.8,Yes,Adiddas,1877.653323,1.686628213,travel,UK,1.2M,9999
P8974,@travelwithsam,TikTok,image,8/20/2025,,,1137,,Yes,Samsung,738.3908852,"1,848.96 INR",fashion,United States,10k,9999
P1121,@travelwithsam,Twitter,reel,29/12/2023,47327,2162,697,,no,Adiddas,4307.756172,"1,246.50 INR",finance,Germany,10k,
P2281,@lifestylelina,LinkedIn,video,14-Dec-24,,3930,,N/A,Yes,Nkie,"$2,902.94 ","USD 1,136.30",tech,Australia,500,9999
P6431,@techietom,LinkedIn,image,8/18/2024,823035,1704,780,N/A,,Pepsi,"$3,335.50 ",1078.394425,travel,USA,,
P2351,@travelwithsam,Twitter,text,7/2/2025,,,,N/A,Yes,TATA,"USD 4,618.18","$1,127.41 ",fitness,United States,1.2M,
P4869,@the_real_amy,LinkedIn,reel,28/01/2024,1722572,825,,N/A,No,TATA,"USD 1,440.81",,tech,United States,1.2M,9999
P5331,@finance_guru,YouTube,video,29-Mar-25,12713,3508,,14.76,No,Nkie,"₹2,998","1,505.52 INR",food,Australia,2140186,9999
P6172,@alex_99,TikTok,image,8/15/2023,26705,3329,,,no,Netflix,2407.517891,"1,367.02 INR",food,United States,500,9999
P4961,@techietom,TikTok,text,9/2/2025,264134,1985,1247,N/A,Yes,Gogle,"1,801.45 INR","USD 1,304.13",travel,UK,500,9999
P1557,@lifestylelina,LinkedIn,text,26-Mar-23,9882,,359,4.77,no,,"$3,380.37 ",,tech,U.S.,1.2M,34
P8650,@alex,LinkedIn,video,16/08/2022,1316959,4770,1007,N/A,,Adidas,"₹4,475","$1,276.17 ",tech,United States,1.2M,
P9056,@alex_99,Twitter,text,27/06/2023,1177833,,,N/A,Yes,Pepsi,"USD 4,521.79","USD 1,561.46",tech,Canada,500,28
P9154,@johndoe,TikTok,image,16-Mar-25,1380334,,36,9.72,Yes,Nike,762.17 INR,"1,286.68 INR",fitness,U.S.,500,22
P8898,@the_real_amy,Twitter,image,11/1/2025,1876531,1887,483,,no,Adidas,USD 800.46,1149.280503,fitness,Australia,139063,
P4129,@alex_99,Twitter,video,2/9/2025,805552,,,,No,,$323.21 ,"USD 1,706.68",tech,UK,500,9999
P8361,@jdoe,LinkedIn,image,12-Jan-25,1525402,,1293,,no,Sony,"2,458.19 INR",₹280,tech,India,500,9999
P1312,@alex,LinkedIn,video,5/28/2022,24860,,762,N/A,,Nkie,$261.93 ,1307.699869,food,United States,10k,
P4613,@finance_guru,LinkedIn,image,8/6/2022,943804,906,1056,10.55,,Adiddas,$121.11 ,"$1,641.48 ",food,United States,500,9999
P2978,@alex_99,LinkedIn,video,4/4/2022,27570,,,N/A,yes,Samsung,"USD 3,408.07",,fitness,Germany,1.2M,46
P3939,@jdoe,LinkedIn,image,9/24/2024,13025,,1122,N/A,No,Gogle,₹867,$81.40 ,fitness,Canada,924544,41
P9190,@alex_99,LinkedIn,video,6/4/2025,824238,,,,No,Adidas,"₹3,477",,travel,Australia,,11
P3444,@lifestylelina,LinkedIn,video,7/21/2023,23411,,,N/A,no,Google,"$1,216.41 ",1953.582959,travel,Germany,10k,20
P2901,@finance_guru,Twitter,video,11/20/2022,,3778,848,10.09,Yes,Apple,USD 317.44,USD 869.34,finance,USA,500,9999
P8936,@alex_99,YouTube,reel,3/28/2023,28087,,,N/A,No,Adiddas,"USD 3,400.42",₹220,tech,Canada,500,9999
P5597,@alex,YouTube,text,9/18/2022,,4665,1915,,No,CocaCola,USD 931.40,,fitness,U.K.,,35
P8757,@the_real_amy,LinkedIn,image,4/23/2024,26431,,,,No,Adiddas,"USD 1,138.28",1579.09393,fashion,Germany,10k,9999
P7460,@finance_guru,LinkedIn,image,8/21/2024,,3610,,11.07,Yes,Adidas,"1,276.77 INR",1783.645256,fashion,USA,500,9999
P8524,@finance_guru,TikTok,image,9-Sep-24,1578236,3380,,7.48,Yes,Google,"$2,814.51 ",₹813,fashion,UK,10k,9999
P5420,@lifestylelina,Twitter,reel,11/13/2023,1310355,4444,,7.01,Yes,Adiddas,"4,377.29 INR",,travel,USA,1.2M,
P2097,@lifestylelina,Instagram,image,19-Jan-24,746701,526,1176,,no,Pepsi,"$3,692.02 ","USD 1,820.01",tech,Canada,10k,9999
P6656,@techietom,YouTube,reel,7/22/2023,1701405,1875,1763,14.72,yes,Pepsi,"2,721.19 INR","₹1,505",fitness,U.K.,3998115,
P5521,@finance_guru,Twitter,video,8/14/2023,,116,,N/A,no,Apple,"USD 4,135.63",$736.29 ,fashion,U.S.,2938699,8
P4806,@alex_99,Twitter,image,21/08/2023,709996,2768,,2.34,no,Adidas,"$2,627.40 ",1939.149211,fashion,U.K.,779013,30
P8933,@techietom,Twitter,video,20/09/2023,260081,,,N/A,,CocaCola,"USD 3,247.95",1331.710692,finance,Australia,1.2M,38
P8223,@sarah123,YouTube,image,26-Mar-22,,728,800,,No,Samsung,4783.258585,"USD 1,423.62",fashion,United States,,41
P8504,@jdoe,LinkedIn,image,2/21/2022,,213,1714,8.48,yes,Netflix,"USD 3,344.49",,food,United States,500,46
P6047,@sarah123,YouTube,reel,24/03/2022,38559,591,,,Yes,Pepsi,"USD 2,395.86",1508.323312,fitness,Australia,,28
P6206,@alex,Instagram,image,11/14/2024,,713,,,no,Netflix,₹322,USD 444.29,fashion,U.S.,10k,
P5728,@lifestylelina,TikTok,image,3/18/2023,368512,2848,,N/A,,Adiddas,"USD 4,276.33",USD 24.38,travel,Australia,500,
P8571,@the_real_amy,Instagram,reel,1-Aug-25,1729849,,,N/A,Yes,Apple,"₹3,010",949.22626,travel,Canada,500,39
P5917,@lifestylelina,Twitter,video,2/24/2022,32857,2169,142,,no,Nkie,"$2,791.64 ",603.9857989,travel,Germany,10k,
P8799,@finance_guru,Twitter,reel,3/4/2025,9078,,,N/A,yes,TATA,"$3,241.69 ",,travel,U.S.,1.2M,9999
P2258,@alex_99,TikTok,image,17-Aug-23,,2270,,2.53,yes,Adidas,773.38 INR,₹271,tech,U.K.,,9999
P5610,@techietom,TikTok,text,10/22/2022,25291,3911,1713,9.02,,Netflix,"USD 2,741.38","USD 1,369.93",travel,U.S.,10k,9999
P3150,@sarah123,LinkedIn,image,5/4/2024,,,,13.82,,Nkie,₹557,1663.14711,finance,Germany,158202,11
P3053,@alex,TikTok,video,21/09/2022,,,,10.4,Yes,Nkie,4094.341581,"₹1,940",fitness,USA,10k,
P1168,@johndoe,LinkedIn,text,3/30/2022,8601,514,,10.39,Yes,Sony,434.79 INR,$85.03 ,tech,USA,1.2M,9999
P1229,@alex_99,TikTok,video,10/31/2024,36877,2134,1547,,,Adiddas,₹195,1883.689959,travel,United States,3278860,9999
P9425,@techietom,LinkedIn,video,12/28/2023,17650,3638,,N/A,Yes,Sony,$71.43 ,"1,840.95 INR",travel,United States,500,45
P6111,@johndoe,Instagram,image,28-Feb-24,,3702,,1.94,no,Pepsi,"2,622.65 INR",1409.46183,fitness,U.S.,500,9999
P7468,@finance_guru,Instagram,reel,6/16/2024,49458,,,,Yes,,$984.49 ,"USD 1,604.87",fashion,Australia,1940869,19
P7626,@travelwithsam,Twitter,text,8/11/2025,1317060,311,872,1.06,,Gogle,1726.226649,₹809,food,UK,1.2M,
P6356,@finance_guru,Instagram,reel,24/02/2022,1943954,,444,11.54,Yes,Adiddas,654.84 INR,"₹1,257",tech,USA,500,9999
P8374,@the_real_amy,TikTok,image,3/6/2022,,3888,861,N/A,,Pepsi,"3,849.48 INR","1,324.19 INR",finance,Germany,2605714,
P3560,@sarah123,TikTok,reel,9/13/2025,,,,0.64,Yes,Sony,"USD 2,805.50",328.29 INR,fashion,Canada,500,9999
P2594,@techietom,LinkedIn,text,4/10/2025,25963,,,,yes,Samsung,"USD 3,103.85",$568.88 ,tech,USA,1.2M,
P9433,@travelwithsam,Instagram,text,3/18/2022,,,,N/A,Yes,Samsung,"₹1,259","$1,185.06 ",travel,U.K.,500,9999
P4305,@travelwithsam,YouTube,text,8-Dec-22,,1441,,,,Sony,"1,919.80 INR",195.45 INR,tech,U.K.,1.2M,
P6690,@finance_guru,LinkedIn,text,5/18/2022,379922,4281,1269,4.38,yes,TATA,1521.735332,$451.77 ,fitness,U.S.,500,45
P8656,@alex_99,LinkedIn,video,3/27/2025,1012935,,,N/A,,Nike,"1,601.10 INR","1,249.93 INR",fitness,United States,10k,9999
P5702,@jdoe,TikTok,image,22/07/2025,257795,,1622,,yes,Adidas,"₹2,339",,fitness,Canada,500,
P5233,@the_real_amy,Twitter,video,23-Nov-22,,4005,,3.65,Yes,,"₹1,000",621.08 INR,finance,Canada,10k,54
P9196,@jdoe,Instagram,reel,15/10/2022,1112092,1646,13,,Yes,Pepsi,"$3,922.06 ",167.8590821,travel,Canada,4920299,9999
P7690,@alex_99,YouTube,image,25/12/2022,201459,,,13.28,No,Google,"USD 3,019.12","1,168.65 INR",fitness,Canada,1.2M,
P4926,@jdoe,YouTube,text,2/13/2022,616123,2113,,N/A,yes,Sony,"USD 4,746.12",₹950,travel,U.K.,2090712,9999
P8190,@jdoe,Instagram,image,28-Apr-23,244832,,,N/A,yes,CocaCola,"$1,846.13 ",472.76 INR,food,Canada,10k,45
P9973,@sarah123,Twitter,text,11/2/2024,1384382,,1033,4.18,No,Adiddas,"4,124.83 INR",USD 825.92,fitness,U.S.,1.2M,
P3131,@sarah123,TikTok,image,20/11/2022,,2891,861,9.66,Yes,TATA,"₹3,169",,fashion,U.K.,,9999
P4747,@lifestylelina,Instagram,reel,12/2/2024,1565291,,,N/A,No,Pepsi,₹711,"USD 1,653.54",fashion,Canada,1943311,57
P4328,@alex_99,YouTube,reel,7/18/2024,,2734,,10.55,,Nike,296.4256747,$520.32 ,travel,U.S.,92824,49
P8388,@johndoe,YouTube,image,18-Aug-23,,,,,No,Gogle,4288.871752,"₹1,648",food,Canada,10k,9999
P6804,@johndoe,LinkedIn,image,17-Apr-22,,,956,0.25,Yes,Apple,"4,363.65 INR","1,426.67 INR",fitness,UK,10k,
P6198,@lifestylelina,LinkedIn,reel,11/26/2023,1870440,1316,1043,N/A,No,CocaCola,"1,935.64 INR",264.4765074,tech,United States,10k,29
P9049,@techietom,TikTok,text,11/6/2024,,1058,,1.84,yes,TATA,"4,893.66 INR","USD 1,669.61",food,UK,1.2M,9999
P2843,@the_real_amy,Instagram,text,2/22/2025,1122788,,690,2.91,no,Nike,"$1,187.81 ",327.11 INR,food,Australia,500,
P2545,@the_real_amy,LinkedIn,video,5/2/2024,41235,,1239,,Yes,TATA,₹944,1645.143513,fitness,India,10k,
P6323,@sarah123,Twitter,image,11/6/2023,125,,1329,N/A,yes,,"$4,649.28 ",$307.55 ,food,Australia,,
P3669,@lifestylelina,Instagram,video,3/27/2024,15398,3249,918,,No,CocaCola,"$1,649.70 ",1094.312444,food,Canada,3645343,38
P7931,@travelwithsam,Instagram,reel,7/1/2024,,,1359,,No,Netflix,"USD 4,015.45","USD 1,207.03",fitness,U.K.,500,
P8825,@alex_99,YouTube,image,8/19/2023,,,1364,,,Netflix,510.089932,₹927,fitness,Australia,500,55
P5151,@jdoe,Instagram,reel,4/25/2024,42759,4612,,N/A,,Apple,2167.272443,,tech,Germany,500,9999
P4458,@sarah123,TikTok,reel,1-Jul-25,,3485,113,N/A,no,TATA,"₹2,341",90.52 INR,fitness,U.K.,1.2M,17
P2435,@the_real_amy,Twitter,reel,13-Sep-23,24089,,743,6.56,no,Nkie,$78.94 ,,fitness,Australia,500,
P8765,@the_real_amy,YouTube,video,26-Jun-22,42823,4909,1987,1.77,,Adiddas,"₹3,495",₹418,fitness,Canada,500,1
P8074,@travelwithsam,YouTube,image,11/15/2023,31890,3124,1327,N/A,no,TATA,"3,527.86 INR",1719.592891,fashion,UK,3618360,9999
P7834,@travelwithsam,Instagram,text,2/7/2025,,,1985,,no,Nike,2591.110821,"1,810.15 INR",fashion,Germany,1.2M,9999
P6902,@finance_guru,LinkedIn,reel,26-Sep-22,7848,,,,yes,TATA,USD 152.99,938.48 INR,fashion,India,500,
P1770,@finance_guru,LinkedIn,reel,14/09/2023,19614,1347,,10.39,no,Apple,"₹3,352",,fashion,Australia,10k,9999
P6575,@alex,TikTok,video,5/9/2022,,,,10.19,,Apple,4148.346008,,tech,Canada,500,
P3736,@sarah123,Instagram,image,2/25/2025,48406,,1354,N/A,,Gogle,"$3,041.23 ","1,853.26 INR",food,U.S.,,24
P5019,@alex_99,TikTok,image,2/18/2023,40957,,1624,N/A,No,Adiddas,2235.513655,"₹1,741",fitness,U.K.,500,15
P6927,@finance_guru,Twitter,reel,4/18/2024,,,710,,no,Samsung,"3,590.24 INR","₹1,330",finance,India,,9999
P7869,@alex,Instagram,video,3/22/2025,,1440,304,N/A,Yes,Gogle,"$4,721.03 ",₹803,food,Canada,,
P2380,@travelwithsam,YouTube,reel,12/9/2023,1039947,,,13.65,,TATA,4143.6676,293.72 INR,food,Germany,10k,
P5238,@alex,LinkedIn,video,2/17/2022,594509,,,N/A,yes,Netflix,4405.3843,$567.86 ,finance,UK,,9999
P5661,@johndoe,TikTok,video,6/4/2025,,,628,,yes,Sony,1335.794467,$95.47 ,food,USA,1.2M,
P3130,@lifestylelina,Instagram,reel,6/17/2022,1815499,2830,,7.84,no,Nkie,570.8732614,"USD 1,645.69",food,United States,2517834,
P8942,@finance_guru,Twitter,reel,30/11/2022,16173,,890,N/A,no,Sony,2043.630853,USD 789.56,finance,Canada,,21
P5995,@finance_guru,Instagram,text,24/03/2022,33174,1014,335,6.89,,Pepsi,3745.156715,1903.643506,food,U.S.,4253986,
P7841,@sarah123,YouTube,image,8-Sep-22,,,,0.52,no,Adiddas,753.5920384,"USD 1,873.64",travel,United States,3618056,13
P7711,@finance_guru,LinkedIn,reel,2-Nov-22,1588673,,,,no,Gogle,2402.376365,,fashion,Australia,748513,9999
P4103,@travelwithsam,TikTok,image,1/30/2023,42652,,,N/A,Yes,,"USD 4,455.71","$1,731.91 ",finance,Germany,,9999
P6569,@finance_guru,Instagram,reel,4/21/2025,800336,2636,643,N/A,yes,TATA,$939.73 ,411.609996,food,Germany,500,25
P7672,@travelwithsam,LinkedIn,video,6/8/2023,20829,,1609,,No,CocaCola,"$1,940.95 ",,tech,United States,10k,
P9264,@the_real_amy,Twitter,video,7/5/2025,3654,,1264,0.5,No,Nike,"$1,525.22 ",USD 825.65,travel,U.S.,500,9999
P7664,@travelwithsam,YouTube,image,20/05/2023,24611,,1909,N/A,,CocaCola,"2,065.03 INR",,fitness,USA,1.2M,9999
P8900,@finance_guru,Instagram,text,30/08/2025,42668,2938,140,5.66,no,Adiddas,3921.01713,1922.704218,food,USA,212330,22
P9270,@jdoe,Instagram,image,14-Oct-22,265140,,,N/A,no,Apple,1103.132967,322.8326103,finance,UK,500,9
P3843,@sarah123,LinkedIn,image,5/31/2025,1749017,,,N/A,No,Nike,"₹2,291",₹643,food,U.K.,1776267,16
P8580,@travelwithsam,Twitter,text,3/3/2024,1276410,,,N/A,no,Pepsi,3273.769032,,fitness,U.S.,1498118,36
P4425,@sarah123,TikTok,text,17-Mar-22,7227,,856,3.4,no,Google,"USD 3,804.18",,finance,India,500,9999
P4734,@alex,LinkedIn,video,14/05/2022,3040,,686,N/A,,Apple,"₹2,527",1319.676842,fitness,United States,1.2M,9999
P9491,@techietom,Twitter,reel,13-Apr-24,1112384,,660,12.73,yes,Adiddas,4960.1592,"1,361.36 INR",tech,USA,49604,9999
P3694,@finance_guru,TikTok,video,5/17/2024,,,987,13.27,Yes,TATA,282.48 INR,632.48 INR,fashion,U.S.,10k,32
P8184,@sarah123,Instagram,image,15/11/2023,,968,589,,yes,Google,4049.892417,"USD 1,870.12",fashion,Australia,4965952,9999
P1855,@alex_99,Instagram,reel,5/15/2022,842296,,1343,1.37,yes,Nike,"4,587.74 INR","$1,695.38 ",fashion,Australia,258181,9999
P6377,@jdoe,Twitter,image,11/27/2023,,,1776,,,TATA,1203.904321,"1,248.02 INR",food,Canada,500,9999
P1991,@lifestylelina,TikTok,reel,16/01/2023,44311,3602,1603,N/A,,Sony,₹384,251.9632524,travel,Canada,10k,32
P4201,@the_real_amy,Instagram,image,5/2/2023,,,,N/A,No,TATA,"₹3,889","USD 1,206.66",travel,Germany,500,
P4594,@johndoe,TikTok,video,8/3/2022,1427176,1914,1093,N/A,yes,Adidas,"2,404.84 INR",662.2908689,finance,UK,4572343,
P8215,@alex,Instagram,text,3/3/2022,1475035,3713,955,7.05,Yes,Nike,"USD 1,233.14",751.82 INR,fashion,U.K.,10k,
