post_id,username,platform,post_type,post_date,likes,comments,shares,engagement_rate,sponsorship,brand_name,revenue_generated,ad_spent,category,region,follower_count,campaign_duration_days
P1291,@johndoe,Twitter,reel,2023-10-10,None,None,477.0,None,No,Adidas,36.45649233543733,1.7770513976555455,finance,Usa,500.0,9999.0
P8751,@alex_99,YouTube,image,2023-02-04,None,None,996.0,8.4,Yes,Pepsi,4138.248354,1275.076245,finance,Australia,1200000.0,9999.0
P7704,@sarah123,LinkedIn,image,2022-03-12,945633.0,None,1658.0,None,Yes,Nike,1147.65,1267.32,finance,Uk,10000.0,9999.0
P9689,@alex_99,LinkedIn,reel,2025-09-10,None,4910.0,227.0,None,No,Google,12.590171325518485,2.4293282236248874,tech,Usa,500.0,52.0
P6617,@alex,LinkedIn,reel,2025-06-01,1539758.0,None,None,13.87,No,Netflix,39.15689810640217,2.89404869251578,fitness,Uk,1200000.0,None
P9888,@jdoe,LinkedIn,text,2023-12-09,None,3756.0,129.0,None,No,Google,4437.862434,1402.99,fitness,India,10000.0,9999.0
P1927,@sarah123,Twitter,image,2024-02-20,532882.0,1955.0,None,None,Yes,Netflix,32.401487826871055,1787.732003,travel,Usa,2693255.0,9999.0
P7349,@johndoe,Instagram,reel,2023-05-02,None,2597.0,None,10.28,No,Adidas,4204.94,1082.34,food,Germany,1979579.0,None
P3847,@travelwithsam,LinkedIn,text,2024-07-08,1525753.0,None,362.0,None,No,Google,11.894499549143372,1822.97,finance,India,4328319.0,26.0
P6866,@techietom,YouTube,image,2025-07-04,10380.0,None,984.0,None,Yes,Samsung,15.30658250676285,510.03,food,Usa,500.0,9999.0
P5809,@alex_99,LinkedIn,video,2023-03-13,330203.0,None,1483.0,None,Yes,Apple,387.4735221,None,finance,Canada,1200000.0,None
P7143,@johndoe,TikTok,reel,2023-06-10,1653731.0,None,1828.0,None,Yes,Google,2256.052869,487.65,fitness,Canada,891195.0,9999.0
P4368,@techietom,YouTube,image,2023-03-08,600315.0,None,None,None,Yes,Netflix,1002.93632,None,tech,Germany,500.0,51.0
P7357,@techietom,Instagram,image,2025-03-23,1143917.0,None,1320.0,11.23,Yes,Google,167.58,None,tech,Usa,1200000.0,None
P5748,@finance_guru,LinkedIn,image,2022-05-29,384260.0,None,None,None,None,Google,3382.828725,None,fitness,Usa,None,36.0
P3316,@jdoe,Twitter,text,2025-08-19,594592.0,1854.0,None,None,No,Cocacola,1938.0,12.026600541027953,fitness,Germany,3578726.0,9999.0
P1891,@alex_99,YouTube,text,2023-02-02,2708.0,1332.0,None,8.1,None,Google,1558.22,1811.256061,fashion,Usa,10000.0,9999.0
P6379,@techietom,YouTube,image,2023-02-01,None,574.0,None,None,None,Cocacola,536.1018868,7.461677186654644,fitness,Usa,500.0,None
P8583,@lifestylelina,YouTube,text,2024-01-07,566725.0,None,1926.0,None,No,Nike,45.62793056807935,None,travel,India,1200000.0,None
P7637,@finance_guru,YouTube,image,2022-08-02,None,None,None,8.32,Yes,Nike,3245.48,19.35302073940487,finance,Uk,None,9999.0
P4913,@lifestylelina,TikTok,image,2024-03-23,45719.0,4805.0,None,None,None,Sony,26.904869251578,446.6132952,fitness,Usa,None,33.0
P1701,@lifestylelina,Instagram,video,2022-05-09,194270.0,4757.0,665.0,6.75,No,Google,2853.46841,21.8154869251578,travel,India,1200000.0,17.0
P2275,@johndoe,TikTok,video,2024-11-02,119816.0,None,None,None,None,Tata,4413.68,648.1422201,fitness,Uk,1200000.0,9999.0
P4062,@techietom,LinkedIn,video,2022-06-07,None,None,1383.0,None,No,Sony,4095.32,964.2201794,tech,Usa,10000.0,7.0
P9399,@the_real_amy,Twitter,video,2025-03-20,None,3212.0,989.0,None,Yes,Google,40.74921100090172,958.0423267,fashion,Usa,10000.0,9999.0
P3338,@alex,TikTok,reel,2024-09-13,551282.0,3389.0,31.0,2.58,No,Google,29.388751127141568,1127.21,fitness,Usa,10000.0,None
P1639,@lifestylelina,Instagram,reel,2022-03-11,7311.0,None,768.0,None,None,Google,4615.642127,5.180680793507665,fashion,Usa,10000.0,None
P2600,@techietom,Twitter,reel,2023-04-15,1405585.0,4289.0,501.0,7.29,Yes,Adidas,4514.824541,20.2202434625789,finance,Uk,500.0,None
P6935,@travelwithsam,LinkedIn,reel,2025-09-02,11485.0,None,None,11.51,Yes,Netflix,1452.170007,378.04,finance,Usa,1200000.0,None
P8925,@alex_99,Twitter,reel,2023-01-02,12342.0,None,None,None,None,Google,2146.63,22.357980162308387,fashion,Germany,None,9999.0
P3381,@jdoe,YouTube,image,2022-11-26,None,None,None,None,Yes,Adidas,7.2024346257889995,15.768710550045085,tech,Germany,3096400.0,8.0
P4304,@finance_guru,Twitter,image,2022-12-25,1356182.0,None,1790.0,1.05,None,Cocacola,1885.633874,None,food,Germany,500.0,8.0
P4281,@techietom,Instagram,reel,2023-12-25,None,3300.0,578.0,None,Yes,Apple,29.3394950405771,1348.05,fashion,Usa,500.0,9999.0
P2744,@techietom,LinkedIn,image,2023-06-19,20059.0,2143.0,1111.0,None,No,Sony,4157.335772,1926.58,fashion,India,500.0,9999.0
P8896,@techietom,LinkedIn,text,2024-07-28,18922.0,None,None,None,No,Google,4785.71128,12.959761045987376,food,Australia,None,54.0
P6603,@alex_99,LinkedIn,video,2023-12-08,None,822.0,None,9.54,Yes,Nike,38.334084761045986,824.85,finance,Usa,500.0,9999.0
P4322,@alex_99,YouTube,video,2023-05-11,354726.0,2198.0,None,4.78,No,Nike,4476.87,None,fitness,Australia,10000.0,48.0
P9374,@johndoe,Twitter,reel,2025-03-22,244931.0,None,699.0,11.71,Yes,Tata,51.904080252479716,1528.488425,tech,Uk,500.0,2.0
P4452,@jdoe,Twitter,reel,2023-09-10,None,3594.0,745.0,None,Yes,Sony,2417.684379,None,travel,Usa,3816946.0,9999.0
P5581,@travelwithsam,TikTok,video,2024-05-08,307990.0,4491.0,None,None,No,Sony,976.4,942.6907295,travel,Usa,1200000.0,None
P9470,@finance_guru,YouTube,video,2024-05-13,13221.0,3577.0,853.0,None,Yes,Google,15.622182146077547,19.307935076645627,fashion,Australia,10000.0,9999.0
P5222,@techietom,TikTok,reel,2023-11-17,1405289.0,None,None,None,Yes,Adidas,4299.58,1381.09,fashion,Australia,1200000.0,None
P5694,@sarah123,TikTok,reel,2024-04-07,20607.0,None,1138.0,None,None,Pepsi,54.29440937781786,1299.730966,fashion,Uk,500.0,9999.0
P7479,@finance_guru,YouTube,text,2025-08-30,659655.0,4033.0,236.0,None,Yes,Google,2137.991615,1697.8,tech,Uk,1200000.0,9999.0
P9584,@jdoe,YouTube,image,2024-08-27,None,None,None,6.27,Yes,Apple,48.21911632100992,1324.05,fashion,Canada,117239.0,None
P5463,@alex_99,LinkedIn,text,2023-10-29,41401.0,None,609.0,None,Yes,Nike,17.82010820559062,9.986474301172228,fashion,Usa,500.0,9999.0
P5256,@techietom,TikTok,image,2024-06-23,None,2175.0,1876.0,None,No,Netflix,3173.685237,1279.573018,travel,Australia,1200000.0,None
P7121,@the_real_amy,TikTok,text,2025-05-07,None,4683.0,1622.0,7.9,No,Google,19.7501127141569,15.504283137962128,food,Usa,4767848.0,9999.0
P2121,@johndoe,YouTube,text,2023-08-07,None,None,None,None,None,Google,41.68992335437331,441.18,food,Germany,500.0,6.0
P1134,@the_real_amy,LinkedIn,text,2023-07-06,29402.0,None,267.0,None,Yes,Samsung,2291.197801,7.22497745716862,tech,Usa,500.0,9999.0
P5097,@johndoe,Instagram,reel,2022-05-27,47924.0,2953.0,1708.0,None,Yes,Nike,24.010369702434623,927.37,travel,Usa,10000.0,26.0
P1691,@travelwithsam,Instagram,reel,2024-03-07,35796.0,4797.0,633.0,None,No,None,1273.45,None,fitness,Germany,1200000.0,2.0
P1146,@techietom,Twitter,text,2025-12-04,662997.0,1386.0,None,None,No,Nike,1033.68,435.58,fashion,Uk,500.0,53.0
P4812,@alex,TikTok,video,2025-03-01,1096121.0,None,148.0,5.63,Yes,Nike,14.440712353471596,None,finance,Usa,10000.0,None
P6303,@sarah123,Twitter,reel,2023-01-24,1370896.0,None,None,11.02,None,Cocacola,3461.79,501.39,food,Germany,None,None
P4110,@finance_guru,YouTube,video,2023-10-19,None,2711.0,757.0,None,Yes,Tata,1513.58,908.1579596,food,Usa,None,None
P4139,@techietom,Instagram,video,2022-03-06,515008.0,None,1571.0,None,No,Adidas,2078.53,None,finance,Usa,3351778.0,None
P7814,@alex_99,YouTube,reel,2025-01-08,48594.0,None,None,None,Yes,Adidas,2971.99,1211.91,tech,Australia,1200000.0,9999.0
P5075,@sarah123,LinkedIn,reel,2023-01-24,1214593.0,153.0,None,None,No,Apple,398.42,None,fashion,Usa,None,9999.0
P8258,@lifestylelina,YouTube,text,2025-09-08,793264.0,1240.0,None,None,None,Adidas,32.7320784490532,854.15,fashion,Germany,None,9999.0
P1267,@sarah123,LinkedIn,reel,2024-03-24,None,None,None,None,No,Pepsi,2181.41,12.691614066726782,food,Uk,2524888.0,None
P3557,@techietom,TikTok,video,2022-07-13,41131.0,None,101.0,4.57,None,Netflix,1113.37,None,fitness,Germany,500.0,None
P7251,@the_real_amy,TikTok,image,2025-05-04,None,None,816.0,None,No,Samsung,5.691275924256087,434.87,fitness,Australia,429488.0,9999.0
P4617,@alex_99,Twitter,image,2023-10-16,49481.0,None,None,None,None,Cocacola,2111.78,453.4353427,tech,Usa,1200000.0,9999.0
P7529,@the_real_amy,TikTok,image,2025-01-27,24791.0,None,None,None,None,Sony,28.71956717763751,17.729936880072138,fashion,Usa,1200000.0,37.0
P2843,@techietom,LinkedIn,text,2024-05-30,None,709.0,1223.0,7.27,Yes,Google,2464.912444,None,finance,India,None,25.0
P2405,@travelwithsam,Twitter,video,2023-02-13,None,None,None,None,Yes,Sony,2989.69,338.51,finance,Usa,10000.0,9999.0
P4339,@alex_99,Instagram,image,2023-11-11,137641.0,4806.0,400.0,14.24,No,Sony,4350.32,None,fitness,Uk,None,26.0
P1136,@techietom,TikTok,video,2025-06-19,1624102.0,None,None,9.38,Yes,Nike,3490.6,1812.080572,tech,Usa,664680.0,None
P1352,@alex_99,Twitter,video,2024-10-22,None,None,None,12.98,No,Apple,16.882889990982868,761.4,travel,Germany,None,9999.0
P3270,@the_real_amy,LinkedIn,text,2024-07-08,None,None,1296.0,None,Yes,Adidas,2627.553328,15.4762173128945,fashion,Usa,10000.0,9999.0
P1483,@lifestylelina,LinkedIn,image,2023-01-13,550348.0,130.0,804.0,None,Yes,Pepsi,50.69882777276826,20.491433724075744,fitness,Usa,10000.0,9999.0
P4783,@sarah123,Instagram,text,2025-05-25,None,None,None,None,Yes,Samsung,4669.59,None,fashion,Usa,None,56.0
P5421,@alex,Twitter,video,2023-09-04,None,920.0,None,None,No,Samsung,2370.38,None,food,Australia,500.0,33.0
P8399,@travelwithsam,Twitter,text,2024-03-18,28687.0,1131.0,893.0,None,No,Tata,48.943755635707845,19.54463480613165,food,Usa,None,35.0
P1893,@finance_guru,Twitter,reel,2022-07-12,545.0,4346.0,None,14.76,Yes,Cocacola,2810.619702,21.69747520288548,travel,Canada,1200000.0,9999.0
P6491,@sarah123,Twitter,reel,2025-01-02,1341835.0,4792.0,271.0,None,No,Tata,2274.52,None,fitness,Germany,2707371.0,44.0
P9153,@lifestylelina,YouTube,image,2025-06-29,989097.0,920.0,1382.0,13.05,No,Samsung,3857.33,6.977457168620378,travel,Usa,4444999.0,None
P6718,@finance_guru,YouTube,video,2022-04-11,132733.0,3760.0,None,None,None,Cocacola,37.35775473399459,158.8098347,tech,Germany,10000.0,14.0
P7038,@alex,LinkedIn,text,2022-03-15,24951.0,2033.0,None,5.03,No,Samsung,3.2992560865644722,322.67,finance,Germany,1200000.0,None
P6185,@travelwithsam,YouTube,image,2024-09-17,40600.0,None,948.0,4.46,None,Apple,654.01,9.33273219116321,fitness,Usa,500.0,9999.0
P7793,@jdoe,TikTok,image,2024-10-08,311760.0,None,1163.0,None,Yes,Nike,29.559738503155998,359.8144633,fashion,India,10000.0,9999.0
P1477,@travelwithsam,TikTok,image,2022-08-22,45028.0,None,None,None,Yes,Netflix,12.409828674481515,508.84,travel,Germany,1200000.0,None
P6169,@the_real_amy,TikTok,image,2024-12-03,40970.0,None,None,None,No,Google,4585.01,10.854260595130748,finance,Australia,None,9999.0
P2914,@techietom,TikTok,video,2025-03-15,293283.0,884.0,1266.0,None,No,Pepsi,4007.7,None,fashion,Usa,10000.0,9999.0
P9290,@jdoe,LinkedIn,text,2022-03-18,402186.0,None,824.0,4.15,Yes,Samsung,28.291253381424706,1658.91,fashion,Uk,3828964.0,None
P1721,@alex,YouTube,reel,2024-04-03,None,1796.0,53.0,None,Yes,Nike,3675.58328,654.68,finance,India,1515042.0,None
P2927,@lifestylelina,YouTube,text,2023-07-21,46600.0,None,None,13.35,No,Google,2626.86,None,travel,Uk,500.0,9999.0
P9856,@jdoe,YouTube,video,2022-05-26,7657.0,2737.0,None,None,No,Tata,2820.15,700.64,travel,Uk,None,None
P6412,@techietom,YouTube,text,2024-01-15,37443.0,None,1633.0,None,None,Samsung,26.6903742110009,14.527051397655544,food,India,10000.0,9999.0
P2162,@sarah123,LinkedIn,reel,2022-08-08,None,None,1564.0,1.07,Yes,Netflix,20.17166366095582,564.51,finance,Usa,None,9999.0
P4869,@jdoe,Twitter,reel,2024-06-10,713089.0,None,None,8.9,No,Pepsi,3123.330452,None,food,Usa,None,9999.0
P2007,@the_real_amy,YouTube,image,2025-06-05,426916.0,1418.0,None,None,Yes,Adidas,2341.39675,None,food,Uk,1200000.0,None
P1133,@alex_99,YouTube,text,2024-06-09,40059.0,4133.0,327.0,None,None,Cocacola,788.6213373,13.876690712353472,fashion,Uk,1726190.0,9999.0
P7271,@lifestylelina,Instagram,video,2024-03-06,1260793.0,None,453.0,12.8,Yes,Adidas,1877.653323,1.686628213,travel,Uk,1200000.0,9999.0
P8974,@travelwithsam,TikTok,image,2025-08-20,None,None,1137.0,None,Yes,Samsung,738.3908852,20.84039675383228,fashion,Usa,10000.0,9999.0
P1121,@travelwithsam,Twitter,reel,2023-12-29,47327.0,2162.0,697.0,None,No,Adidas,4307.756172,14.049819657348964,finance,Germany,10000.0,None
P2281,@lifestylelina,LinkedIn,video,2024-12-14,None,3930.0,None,None,Yes,Nike,2902.94,1136.3,tech,Australia,500.0,9999.0
P6431,@techietom,LinkedIn,image,2024-08-18,823035.0,1704.0,780.0,None,None,Pepsi,3335.5,1078.394425,travel,Usa,None,None
P2351,@travelwithsam,Twitter,text,2025-02-07,None,None,None,None,Yes,Tata,4618.18,1127.41,fitness,Usa,1200000.0,None
P5331,@finance_guru,YouTube,video,2025-03-29,12713.0,3508.0,None,14.76,No,Nike,33.7917042380523,16.969341749323714,food,Australia,2140186.0,9999.0
P6172,@alex_99,TikTok,image,2023-08-15,26705.0,3329.0,None,None,No,Netflix,2407.517891,15.408250676284942,food,Usa,500.0,9999.0
P4961,@techietom,TikTok,text,2025-02-09,264134.0,1985.0,1247.0,None,Yes,Google,20.30489179440938,1304.13,travel,Uk,500.0,9999.0
P1557,@lifestylelina,LinkedIn,text,2023-03-26,9882.0,None,359.0,4.77,No,None,3380.37,None,tech,Usa,1200000.0,34.0
P8650,@alex,LinkedIn,video,2022-08-16,1316959.0,4770.0,1007.0,None,None,Adidas,50.43958521190262,1276.17,tech,Usa,1200000.0,None
P9056,@alex_99,Twitter,text,2023-06-27,1177833.0,None,None,None,Yes,Pepsi,4521.79,1561.46,tech,Canada,500.0,28.0
P9154,@johndoe,TikTok,image,2025-03-16,1380334.0,None,36.0,9.72,Yes,Nike,8.590734896302976,14.502705139765556,fitness,Usa,500.0,22.0
P8898,@the_real_amy,Twitter,image,2025-01-11,1876531.0,1887.0,483.0,None,No,Adidas,800.46,1149.280503,fitness,Australia,139063.0,None
P4129,@alex_99,Twitter,video,2025-09-02,805552.0,None,None,None,No,None,323.21,1706.68,tech,Uk,500.0,9999.0
P8361,@jdoe,LinkedIn,image,2025-01-12,1525402.0,None,1293.0,None,No,Sony,27.70728133453562,3.1559963931469794,tech,India,500.0,9999.0
P1312,@alex,LinkedIn,video,2022-05-28,24860.0,None,762.0,None,None,Nike,261.93,1307.699869,food,Usa,10000.0,None
P4613,@finance_guru,LinkedIn,image,2022-06-08,943804.0,906.0,1056.0,10.55,None,Adidas,121.11,1641.48,food,Usa,500.0,9999.0
P3939,@jdoe,LinkedIn,image,2024-09-24,13025.0,None,1122.0,None,No,Google,9.772317403065825,81.4,fitness,Canada,924544.0,41.0
P9190,@alex_99,LinkedIn,video,2025-04-06,824238.0,None,None,None,No,Adidas,39.190712353471596,None,travel,Australia,None,11.0
P3444,@lifestylelina,LinkedIn,video,2023-07-21,23411.0,None,None,None,No,Google,1216.41,1953.582959,travel,Germany,10000.0,20.0
P2901,@finance_guru,Twitter,video,2022-11-20,None,3778.0,848.0,10.09,Yes,Apple,317.44,869.34,finance,Usa,500.0,9999.0
P8936,@alex_99,YouTube,reel,2023-03-28,28087.0,None,None,None,No,Adidas,3400.42,2.479711451758341,tech,Canada,500.0,9999.0
P5597,@alex,YouTube,text,2022-09-18,None,4665.0,1915.0,None,No,Cocacola,931.4,None,fitness,Uk,None,35.0
P8757,@the_real_amy,LinkedIn,image,2024-04-23,26431.0,None,None,None,No,Adidas,1138.28,1579.09393,fashion,Germany,10000.0,9999.0
P7460,@finance_guru,LinkedIn,image,2024-08-21,None,3610.0,None,11.07,Yes,Adidas,14.391005410279531,1783.645256,fashion,Usa,500.0,9999.0
P8524,@finance_guru,TikTok,image,2024-09-09,1578236.0,3380.0,None,7.48,Yes,Google,2814.51,9.16366095581605,fashion,Uk,10000.0,9999.0
P5420,@lifestylelina,Twitter,reel,2023-11-13,1310355.0,4444.0,None,7.01,Yes,Adidas,49.33825518485122,None,travel,Usa,1200000.0,None
P2097,@lifestylelina,Instagram,image,2024-01-19,746701.0,526.0,1176.0,None,No,Pepsi,3692.02,1820.01,tech,Canada,10000.0,9999.0
P6656,@techietom,YouTube,reel,2023-07-22,1701405.0,1875.0,1763.0,14.72,Yes,Pepsi,30.67166366095582,16.963480613165014,fitness,Uk,3998115.0,None
P5521,@finance_guru,Twitter,video,2023-08-14,None,116.0,None,None,No,Apple,4135.63,736.29,fashion,Usa,2938699.0,8.0
P4806,@alex_99,Twitter,image,2023-08-21,709996.0,2768.0,None,2.34,No,Adidas,2627.4,1939.149211,fashion,Uk,779013.0,30.0
P8933,@techietom,Twitter,video,2023-09-20,260081.0,None,None,None,None,Cocacola,3247.95,1331.710692,finance,Australia,1200000.0,38.0
P8223,@sarah123,YouTube,image,2022-03-26,None,728.0,800.0,None,No,Samsung,4783.258585,1423.62,fashion,Usa,None,41.0
P8504,@jdoe,LinkedIn,image,2022-02-21,None,213.0,1714.0,8.48,Yes,Netflix,3344.49,None,food,Usa,500.0,46.0
P6047,@sarah123,YouTube,reel,2022-03-24,38559.0,591.0,None,None,Yes,Pepsi,2395.86,1508.323312,fitness,Australia,None,28.0
P6206,@alex,Instagram,image,2024-11-14,None,713.0,None,None,No,Netflix,3.629395852119026,444.29,fashion,Usa,10000.0,None
P5728,@lifestylelina,TikTok,image,2023-03-18,368512.0,2848.0,None,None,None,Adidas,4276.33,24.38,travel,Australia,500.0,None
P8571,@the_real_amy,Instagram,reel,2025-08-01,1729849.0,None,None,None,Yes,Apple,33.92696122633003,949.22626,travel,Canada,500.0,39.0
P5917,@lifestylelina,Twitter,video,2022-02-24,32857.0,2169.0,142.0,None,No,Nike,2791.64,603.9857989,travel,Germany,10000.0,None
P8799,@finance_guru,Twitter,reel,2025-04-03,9078.0,None,None,None,Yes,Tata,3241.69,None,travel,Usa,1200000.0,9999.0
P2258,@alex_99,TikTok,image,2023-08-17,None,2270.0,None,2.53,Yes,Adidas,8.717087466185752,3.0545536519386833,tech,Uk,None,9999.0
P5610,@techietom,TikTok,text,2022-10-22,25291.0,3911.0,1713.0,9.02,None,Netflix,2741.38,1369.93,travel,Usa,10000.0,9999.0
P3150,@sarah123,LinkedIn,image,2024-04-05,None,None,None,13.82,None,Nike,6.278178539224527,1663.14711,finance,Germany,158202.0,11.0
P3053,@alex,TikTok,video,2022-09-21,None,None,None,10.4,Yes,Nike,4094.341581,21.866546438232643,fitness,Usa,10000.0,None
P1168,@johndoe,LinkedIn,text,2022-03-30,8601.0,514.0,None,10.39,Yes,Sony,4.900698827772769,85.03,tech,Usa,1200000.0,9999.0
P1229,@alex_99,TikTok,video,2024-10-31,36877.0,2134.0,1547.0,None,None,Adidas,2.1979260595130747,1883.689959,travel,Usa,3278860.0,9999.0
P9425,@techietom,LinkedIn,video,2023-12-28,17650.0,3638.0,None,None,Yes,Sony,71.43,20.7501127141569,travel,Usa,500.0,45.0
P6111,@johndoe,Instagram,image,2024-02-28,None,3702.0,None,1.94,No,Pepsi,29.560978358881876,1409.46183,fitness,Usa,500.0,9999.0
P7468,@finance_guru,Instagram,reel,2024-06-16,49458.0,None,None,None,Yes,None,984.49,1604.87,fashion,Australia,1940869.0,19.0
P6356,@finance_guru,Instagram,reel,2022-02-24,1943954.0,None,444.0,11.54,Yes,Adidas,7.3809738503156,14.168169522091976,tech,Usa,500.0,9999.0
P8374,@the_real_amy,TikTok,image,2022-06-03,None,3888.0,861.0,None,None,Pepsi,43.38908926961226,14.925495942290352,finance,Germany,2605714.0,None
P3560,@sarah123,TikTok,reel,2025-09-13,None,None,None,0.64,Yes,Sony,2805.5,3.7002930568079355,fashion,Canada,500.0,9999.0
P2594,@techietom,LinkedIn,text,2025-10-04,25963.0,None,None,None,Yes,Samsung,3103.85,568.88,tech,Usa,1200000.0,None
P9433,@travelwithsam,Instagram,text,2022-03-18,None,None,None,None,Yes,Samsung,14.190712353471596,1185.06,travel,Uk,500.0,9999.0
P4305,@travelwithsam,YouTube,text,2022-12-08,None,1441.0,None,None,None,Sony,21.638863841298466,2.2029981965734895,tech,Uk,1200000.0,None
P6690,@finance_guru,LinkedIn,text,2022-05-18,379922.0,4281.0,1269.0,4.38,Yes,Tata,1521.735332,451.77,fitness,Usa,500.0,45.0
P8656,@alex_99,LinkedIn,video,2025-03-27,1012935.0,None,None,None,None,Nike,18.046663660955815,14.088480613165014,fitness,Usa,10000.0,9999.0
P5702,@jdoe,TikTok,image,2025-07-22,257795.0,None,1622.0,None,Yes,Adidas,26.363841298467086,None,fitness,Canada,500.0,None
P5233,@the_real_amy,Twitter,video,2022-11-23,None,4005.0,None,3.65,Yes,None,11.27141568981064,7.000450856627593,finance,Canada,10000.0,54.0
P9196,@jdoe,Instagram,reel,2022-10-15,1112092.0,1646.0,13.0,None,Yes,Pepsi,3922.06,167.8590821,travel,Canada,4920299.0,9999.0
P7690,@alex_99,YouTube,image,2022-12-25,201459.0,None,None,13.28,No,Google,3019.12,13.172339945897205,fitness,Canada,1200000.0,None
P4926,@jdoe,YouTube,text,2022-02-13,616123.0,2113.0,None,None,Yes,Sony,4746.12,10.707844905320108,travel,Uk,2090712.0,9999.0
P8190,@jdoe,Instagram,image,2023-04-28,244832.0,None,None,None,Yes,Cocacola,1846.13,5.328674481514878,food,Canada,10000.0,45.0
P9973,@sarah123,Twitter,text,2024-02-11,1384382.0,None,1033.0,4.18,No,Adidas,46.492673579801625,825.92,fitness,Usa,1200000.0,None
P3131,@sarah123,TikTok,image,2022-11-20,None,2891.0,861.0,9.66,Yes,Tata,35.71911632100992,None,fashion,Uk,None,9999.0
P4747,@lifestylelina,Instagram,reel,2024-02-12,1565291.0,None,None,None,No,Pepsi,8.013976555455365,1653.54,fashion,Canada,1943311.0,57.0
P4328,@alex_99,YouTube,reel,2024-07-18,None,2734.0,None,10.55,None,Nike,296.4256747,520.32,travel,Usa,92824.0,49.0
P8388,@johndoe,YouTube,image,2023-08-18,None,None,None,None,No,Google,4288.871752,18.575293056807936,food,Canada,10000.0,9999.0
P6804,@johndoe,LinkedIn,image,2022-04-17,None,None,956.0,0.25,Yes,Apple,49.184513074842194,16.080590622182147,fitness,Uk,10000.0,None
P6198,@lifestylelina,LinkedIn,reel,2023-11-26,1870440.0,1316.0,1043.0,None,No,Cocacola,21.81740306582507,264.4765074,tech,Usa,10000.0,29.0
P9049,@techietom,TikTok,text,2024-06-11,None,1058.0,None,1.84,Yes,Tata,55.15847610459873,1669.61,food,Uk,1200000.0,9999.0
P6323,@sarah123,Twitter,image,2023-06-11,125.0,None,1329.0,None,Yes,None,4649.28,307.55,food,Australia,None,None
P7931,@travelwithsam,Instagram,reel,2024-01-07,None,None,1359.0,None,No,Netflix,4015.45,1207.03,fitness,Uk,500.0,None
P8825,@alex_99,YouTube,image,2023-08-19,None,None,1364.0,None,None,Netflix,510.089932,10.448602344454464,fitness,Australia,500.0,55.0
P5151,@jdoe,Instagram,reel,2024-04-25,42759.0,4612.0,None,None,None,Apple,2167.272443,None,tech,Germany,500.0,9999.0
P4458,@sarah123,TikTok,reel,2025-07-01,None,3485.0,113.0,None,No,Tata,26.38638412984671,1.020288548241659,fitness,Uk,1200000.0,17.0
P2435,@the_real_amy,Twitter,reel,2023-09-13,24089.0,None,743.0,6.56,No,Nike,78.94,None,fitness,Australia,500.0,None
P8765,@the_real_amy,YouTube,video,2022-06-26,42823.0,4909.0,1987.0,1.77,None,Adidas,39.39359783588819,4.711451758340847,fitness,Canada,500.0,1.0
P8074,@travelwithsam,YouTube,image,2023-11-15,31890.0,3124.0,1327.0,None,No,Tata,39.763976555455365,1719.592891,fashion,Uk,3618360.0,9999.0
P7834,@travelwithsam,Instagram,text,2025-07-02,None,None,1985.0,None,No,Nike,2591.110821,20.402953110910733,fashion,Germany,1200000.0,9999.0
P6902,@finance_guru,LinkedIn,reel,2022-09-26,7848.0,None,None,None,Yes,Tata,152.99,10.57799819657349,fashion,India,500.0,None
P1770,@finance_guru,LinkedIn,reel,2023-09-14,19614.0,1347.0,None,10.39,No,Apple,37.78178539224527,None,fashion,Australia,10000.0,9999.0
P6575,@alex,TikTok,video,2022-09-05,None,None,None,10.19,None,Apple,4148.346008,None,tech,Canada,500.0,None
P3736,@sarah123,Instagram,image,2025-02-25,48406.0,None,1354.0,None,None,Google,3041.23,20.888863841298466,food,Usa,None,24.0
P5019,@alex_99,TikTok,image,2023-02-18,40957.0,None,1624.0,None,No,Adidas,2235.513655,19.623534715960325,fitness,Uk,500.0,15.0
P6927,@finance_guru,Twitter,reel,2024-04-18,None,None,710.0,None,No,Samsung,40.46708746618575,14.990982867448151,finance,India,None,9999.0
P7869,@alex,Instagram,video,2025-03-22,None,1440.0,304.0,None,Yes,Google,4721.03,9.050946798917945,food,Canada,None,None
P2380,@travelwithsam,YouTube,reel,2023-09-12,1039947.0,None,None,13.65,None,Tata,4143.6676,3.3106402164111817,food,Germany,10000.0,None
P5238,@alex,LinkedIn,video,2022-02-17,594509.0,None,None,None,Yes,Netflix,4405.3843,567.86,finance,Uk,None,9999.0
P5661,@johndoe,TikTok,video,2025-04-06,None,None,628.0,None,Yes,Sony,1335.794467,95.47,food,Usa,1200000.0,None
P3130,@lifestylelina,Instagram,reel,2022-06-17,1815499.0,2830.0,None,7.84,No,Nike,570.8732614,1645.69,food,Usa,2517834.0,None
P8942,@finance_guru,Twitter,reel,2022-11-30,16173.0,None,890.0,None,No,Sony,2043.630853,789.56,finance,Canada,None,21.0
P5995,@finance_guru,Instagram,text,2022-03-24,33174.0,1014.0,335.0,6.89,None,Pepsi,3745.156715,1903.643506,food,Usa,4253986.0,None
P7841,@sarah123,YouTube,image,2022-09-08,None,None,None,0.52,No,Adidas,753.5920384,1873.64,travel,Usa,3618056.0,13.0
P7711,@finance_guru,LinkedIn,reel,2022-11-02,1588673.0,None,None,None,No,Google,2402.376365,None,fashion,Australia,748513.0,9999.0
